model,sharpe,ann_return,ann_vol,max_drawdown,total_return,avg_turnover,final_cum_net,Model
garch_h1_bt,0.41688419540674243,0.0553054096024459,0.1597648610488852,-0.34830547825102304,0.30829379291740366,0.0038686129849018923,1.3082937929174037,GARCH H1 BT
garch_h22_bt,0.41868872186391237,0.056255340541063514,0.16215128023319253,-0.35026239231970374,0.3141833082412633,0.0024737918302007163,1.3141833082412633,GARCH H22 BT
garch_h5_bt,0.43124449760782,0.05779133418779825,0.15998143602869336,-0.3486900218257303,0.32375121936226803,0.0035080867752786105,1.323751219362268,GARCH H5 BT
nbeats_h1_bt,0.4049335725954816,0.055412498440895686,0.1681640257136193,-0.3522665795006036,0.3089566797485359,0.0016255853904529297,1.308956679748536,NBEATS H1 BT
nbeats_h22_bt,0.36180158750710495,0.03386918920732551,0.10827013903977631,-0.2484572965432316,0.18090009704507848,0.02732535741012938,1.1809000970450785,NBEATS H22 BT
nbeats_h5_bt,0.4185899723772073,0.05300851761428782,0.15045310563101696,-0.33059022854975584,0.294140384489761,0.019586572643491826,1.294140384489761,NBEATS H5 BT
