date,turnover,cost,port_sigma,gross_ret,net_ret,cum_gross,cum_net
2020-01-02,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-01-03,0.75,0.00075,0.07146953774561648,0.01392964869594045,0.01317964869594045,1.0139296486959404,1.0131796486959403
2020-01-06,0.0,0.0,0.07310705964358948,0.010431588330112901,0.010431588330112901,1.0245065453868325,1.0237487216955847
2020-01-07,0.0,0.0,0.07527046033757284,0.0042739877319253996,0.0042739877319253996,1.0288852737930931,1.0281242111726858
2020-01-08,0.0,0.0,0.07500495776662616,-0.00190813531949165,-0.00190813531949165,1.0269220214624637,1.0261624110525227
2020-01-09,0.0,0.0,0.07439740984315969,-0.004423626432481851,-0.004423626432481851,1.0223793020642247,1.0216230518869716
2020-01-10,0.0,0.0,0.07431031996587015,0.0022971064625001997,0.0022971064625001997,1.0247278161661229,1.0239698288017003
2020-01-13,0.0,0.0,0.07428729690176258,0.00598890196794685,0.00598890196794685,1.0308648106009701,1.030102283724529
2020-01-14,0.0,0.0,0.07403713452240891,-0.0018158708366946999,-0.0018158708366946999,1.0289928932548251,1.0282317510287011
2020-01-15,0.0,0.0,0.07417138857256837,0.0013566034731818,0.0013566034731818,1.030388828587694,1.0296266537933825
2020-01-16,0.0,0.0,0.07340873081909637,0.00734213917185785,0.00734213917185785,1.0379540867683124,1.0371863159805876
2020-01-17,0.0,0.0,0.0729078462401527,0.0017788106126701497,0.0017788106126701497,1.0398004105133203,1.0390312740067702
2020-01-21,0.0,0.0,0.07331583667956876,-0.0018167885775321,-0.0018167885775321,1.0379113130045865,1.037143573856456
2020-01-22,0.0,0.0,0.07279372434187494,0.0047908821136551,0.0047908821136551,1.0428838237496205,1.0421124064537373
2020-01-23,0.0,0.0,0.07250505800508092,0.0019842674275138998,0.0019842674275138998,1.044953184151768,1.0441802361576715
2020-01-24,0.0,0.0,0.07175335554549557,0.00518469221613215,0.00518469221613215,1.050370944791862,1.0495939893003172
2020-01-27,0.0,0.0,0.07124268465619189,0.0024758509464864998,0.0024758509464864998,1.0529715066896868,1.052192627572153
2020-01-28,0.0,0.0,0.07298658459744109,0.003038839852256851,0.003038839852256851,1.0561713184675063,1.05539007246107
2020-01-29,0.0,0.0,0.07771947563110677,-0.00320220979941745,-0.00320220979941745,1.052789236321646,1.0520104920288273
2020-01-30,0.0,0.0,0.07802051488627751,0.00715429970890865,0.00715429970890865,1.0603212060486042,1.059536890385718
2020-01-31,0.0,0.0,0.07685808974468335,0.0017228945713039109,0.0017228945713039109,1.0621480276983437,1.06136236074226
2020-02-03,0.0,0.0,0.07548451389169553,-0.0017303297470237494,-0.0017303297470237494,1.0603101613702748,1.0595258538770964
2020-02-04,0.0,0.0,0.07966262724930492,-0.000793145302303,-0.000793145302303,1.0594691813467998,1.0586854959234253
2020-02-05,0.0,0.0,0.07853648973550717,-0.005763273031160999,-0.005763273031160999,1.0533631711865976,1.0525840023562885
2020-02-06,0.0,0.0,0.08080180265476647,0.0008577251252394995,0.0008577251252394995,1.0542666672445262,1.0534868301015345
2020-02-07,0.0,0.0,0.08062410376135694,0.0066148684101351996,0.0066148684101351996,1.0612405025175407,1.0604555068544668
2020-02-10,0.0,0.0,0.07897521615197786,0.0048496645327219,0.0048496645327219,1.066387162943288,1.0655983603145884
2020-02-11,0.0,0.0,0.07829320649016794,0.00638564386820015,0.00638564386820015,1.0731967315914641,1.0724028919500954
2020-02-12,0.0,0.0,0.07738326626005038,-0.00338472536817215,-0.00338472536817215,1.069564255389007,1.0687731026768108
2020-02-13,0.0,0.0,0.0760359426426524,0.00026507449972014993,0.00026507449972014993,1.0698477695989228,1.0690564071723172
2020-02-14,0.0,0.0,0.07531857915008355,0.0042193386342012,0.0042193386342012,1.0743618196259055,1.0735671181732396
2020-02-18,0.0,0.0,0.07432704121681069,0.00506923346391295,0.00506923346391295,1.0798080105143035,1.0790092805344398
2020-02-19,0.0,0.0,0.07336631415211702,0.008491226139051102,0.008491226139051102,1.0889769045183393,1.0881713923415925
2020-02-20,0.0,0.0,0.07362449105014751,0.005257726284571706,0.005257726284571706,1.0947024470125168,1.0938926996732259
2020-02-21,0.0,0.0,0.0731732047730807,0.00388127057618885,0.00388127057618885,1.0989512834097883,1.0981383932219753
2020-02-24,0.0,0.0,0.07306380895240731,0.0069295520923622,0.0069295520923622,1.1065665235751447,1.1057480004224298
2020-02-25,0.0,0.0,0.07585522962241957,-0.004982363743270851,-0.004982363743270851,1.1010532066485665,1.1002387616759308
2020-02-26,0.0,0.0,0.08843792515239277,-0.02174816535304145,-0.02174816535304145,1.077107319447877,1.0763105871591772
2020-02-27,0.019240326202416946,1.9240326202416948e-05,0.09004077568407205,-0.002175384189534356,-0.002194624515736773,1.0747641972147184,1.0739484895580504
2020-02-28,0.02078046883426546,2.0780468834265458e-05,0.08360633845865818,-0.013805200070043384,-0.01382598053887765,1.0599268624440497,1.0591000986416639
2020-03-02,0.013031640070311268,1.3031640070311268e-05,0.0940081974605171,-0.009299766717125268,-0.00931279835719558,1.0500697898861056,1.0492369129829282
2020-03-03,0.03747272892797113,3.747272892797113e-05,0.08925745186770433,0.014057234468830906,0.014019761739902936,1.0648308671311706,1.0639469645116602
2020-03-04,0.012260174031332505,1.2260174031332505e-05,0.09456901759220447,0.01168608971385423,0.011673829539822897,1.0772745761745466,1.0763673000147813
2020-03-05,0.016452974732620418,1.6452974732620418e-05,0.09393117126671859,0.0104721045111998,0.01045565153646718,1.0885559081235048,1.0876214214289839
2020-03-06,4.6916758258963576e-07,4.691675825896358e-10,0.09519740270231727,0.010717548341002909,0.010717547871835325,1.1002225586907028,1.0992780560795825
2020-03-09,0.00797679050927369,7.97679050927369e-06,0.09578289620382803,0.0197779971461925,0.01977002035568323,1.121982757316664,1.1210108056248318
2020-03-10,0.0011934509509601288,1.1934509509601288e-06,0.09908692224207002,-0.013804446244165502,-0.013805639695116462,1.1064944066564055,1.1055345343480432
2020-03-11,0.018864937192427156,1.8864937192427157e-05,0.10909647890846577,-0.017650702664523572,-0.017669567601716,1.0869640028845549,1.0860002171573488
2020-03-12,0.04384216043803041,4.384216043803041e-05,0.10379997913414425,-0.03354347324833802,-0.033587315408776054,1.0505034549318903,1.0495243853296856
2020-03-13,0.026153432083309308,2.615343208330931e-05,0.10037603646223098,-0.04639416406155864,-0.04642031749364195,1.001766225296546,1.0008051301453622
2020-03-16,0.04721367959537115,4.721367959537115e-05,0.10950523456258651,0.002642630316833123,0.002595416637237752,1.0044135230938942,1.0034026364307744
2020-03-17,0.06721931577944464,6.721931577944463e-05,0.10232441684934626,-0.00736029686279401,-0.007427516178573455,0.9970207413909183,0.9959498471150616
2020-03-18,0.027629231094033327,2.7629231094033327e-05,0.10711121072398042,-0.01048266071761812,-0.010510289948712155,0.9865693112304892,0.9854821254475068
2020-03-19,0.03832154532358373,3.832154532358373e-05,0.1010524228239724,-0.041279739030876575,-0.04131806057620016,0.9458439875270229,0.9447639152915043
2020-03-20,0.005240248215476848,5.240248215476848e-06,0.10034536219270643,0.002027781182062064,0.002022540933846587,0.9477619521660968,0.9466747389830025
2020-03-23,0.0017137169362698573,1.7137169362698573e-06,0.09739540250867365,0.01918274963261763,0.01918103591568136,0.9659426324058199,0.9648329411519038
2020-03-24,0.01326986354359841,1.3269863543598409e-05,0.10168202036643506,0.026050147591298662,0.026036877727755064,0.9911055805447191,0.9899541784683862
2020-03-25,0.03516708687727482,3.516708687727482e-05,0.10059809287077927,0.03715305186729783,0.03711788478042056,1.0279281775846654,1.0266991836026715
2020-03-26,0.003008389473420525,3.0083894734205253e-06,0.10450191322807073,-0.0029157594458742216,-0.0029187678353476422,1.0249309862911926,1.0237024870489944
2020-03-27,0.021668972231416617,2.1668972231416617e-05,0.09692073882306483,0.020687324925582114,0.0206656559533507,1.0461340666308958,1.0448579704449383
2020-03-30,0.015292236413697285,1.5292236413697286e-05,0.09899401244683251,-0.0022500435860990506,-0.002265335822512748,1.0437802193840733,1.0424910162550514
2020-03-31,0.005046707760642449,5.04670776064245e-06,0.09777388215717608,0.00747460203413575,0.007469555326375108,1.0515820611350724,1.0502779605782173
2020-04-01,0.011421965411988727,1.1421965411988727e-05,0.09761611236416146,-0.020915370177128745,-0.020926792142540732,1.0295878330548043,1.0282990120053053
2020-04-02,0.012530170012978348,1.2530170012978348e-05,0.09866913370260255,-0.003935115028235106,-0.003947645198248085,1.0255362865000623,1.0242396523481994
2020-04-03,0.04259949136207855,4.259949136207855e-05,0.09947318317248172,0.01561278253157004,0.015570183040207962,1.0415477615194215,1.0401872512122998
2020-04-06,0.0028082956896103295,2.8082956896103294e-06,0.09764159963486727,-0.001312032266576311,-0.0013148405622659214,1.0401812172491278,1.038819570822054
2020-04-07,0.012875551561479792,1.2875551561479792e-05,0.09713256999765334,0.03010644382788079,0.03009356827631931,1.0714973746370555,1.0700813585033642
2020-04-08,0.03657626466237082,3.6576264662370826e-05,0.10360824501875684,-0.005985476977096515,-0.006022053241758886,1.065083951770146,1.0636372715894433
2020-04-09,0.02848554568000944,2.8485545680009438e-05,0.09642773527012573,0.004482206388260751,0.004453720842580741,1.0698578778628043,1.068374415074867
2020-04-13,0.01994130987773382,1.9941309877733822e-05,0.09835102407185126,0.016677402702375436,0.016657461392497703,1.0877003285262312,1.086170820646709
2020-04-14,0.009359345425452192,9.359345425452193e-06,0.09774022384486662,0.0009098784241548998,0.0009005190787294477,1.0886900035871032,1.0871489381934605
2020-04-15,0.04702017825331137,4.702017825331137e-05,0.09697934254421187,0.013694070389311844,0.013647050211058533,1.1035986011283652,1.1019853143398857
2020-04-16,0.039562763107855475,3.9562763107855476e-05,0.09867029159747587,0.0001725105301092119,0.00013294776700135643,1.1037889835080734,1.1021318208266955
2020-04-17,0.05274532284366576,5.274532284366576e-05,0.09921320407223258,0.00636168967329802,0.006308944350454354,1.110810946485957,1.109085109151156
2020-04-20,0.06101817159276976,6.101817159276976e-05,0.09648660404156043,-0.0025655261359540985,-0.0026265443075468684,1.1079611319706435,1.1061720479711301
2020-04-21,0.029922062610265615,2.9922062610265614e-05,0.09997777837413174,-0.0006546276092831689,-0.0006845496718934346,1.107235830023643,1.1054148182586339
2020-04-22,0.006189541053975789,6.189541053975789e-06,0.09796525865926435,-0.010023328874372737,-0.010029518415426713,1.0961376411578267,1.0943280399822233
2020-04-23,0.012990987935387777,1.2990987935387777e-05,0.10065024980260442,0.013293086383667418,0.013280095395732031,1.1107086935101271,1.1088608207474115
2020-04-24,0.016180287732992654,1.6180287732992656e-05,0.09888116493732443,0.006813258014377553,0.00679707772664456,1.118276238417824,1.1163978339340626
2020-04-27,0.009115227129133041,9.115227129133042e-06,0.09662941101389648,0.0045716428504055315,0.004562527623276399,1.1233885979879652,1.1214914298899525
2020-04-28,0.022229984948726994,2.2229984948726993e-05,0.09721758489880873,-0.005651130808769645,-0.005673360793718372,1.117040182071655,1.1151288043811236
2020-04-29,0.019114636869366902,1.9114636869366902e-05,0.09892164061987084,0.001329212119135779,0.001310097482266412,1.1185249654192262,1.116589731820146
2020-04-30,0.012503557854776554,1.2503557854776554e-05,0.09716264461343521,0.011858456254987717,0.01184595269713294,1.1317889447917617,1.1298168009653917
2020-05-01,0.020500326981283956,2.0500326981283958e-05,0.10106912103645992,-0.01885100766964939,-0.018871507996630676,1.1104535827130677,1.1084954541712457
2020-05-04,0.025820957100486375,2.5820957100486376e-05,0.09850394717129232,-0.005462631080780606,-0.005488452037881093,1.104387584458375,1.1024115300368176
2020-05-05,0.01455038363180447,1.455038363180447e-05,0.10152324446127423,0.000630720067142962,0.0006161696835111575,1.1050841438697965,1.1030908026003794
2020-05-06,0.022028065391933416,2.2028065391933415e-05,0.0960305005394393,0.0028340221898753813,0.002811994124483448,1.108215976855203,1.1061926874560635
2020-05-07,0.01768302547592626,1.7683025475926263e-05,0.09583829817425328,-0.017685599648285984,-0.01770328267376191,1.0886165127647076,1.0866094456183806
2020-05-08,0.012582355411464075,1.2582355411464074e-05,0.09665854403538314,0.021678781456850323,0.021666199101438858,1.1122163922352524,1.1101521422126526
2020-05-11,0.009161516438042916,9.161516438042917e-06,0.09777230954015802,-0.0013519937076600002,-0.001361155224098043,1.110712682671394,1.1086410528247361
2020-05-12,0.0,0.0,0.0978227938555561,-0.0069422268787186,-0.0069422268787186,1.103001863231219,1.1009446151089655
2020-05-13,0.0,0.0,0.09505968273327407,-0.0030197039223633987,-0.0030197039223633987,1.0996711241784456,1.097620088336416
2020-05-14,0.0,0.0,0.09686295833066438,-0.0006476896087844494,-0.0006476896087844494,1.098958878618235,1.0969091712108074
2020-05-15,0.0029130568972710047,2.9130568972710047e-06,0.09669646624870648,0.015154250529633283,0.015151337472736011,1.1156127767865807,1.1135288122407616
2020-05-18,0.006852315403684417,6.852315403684417e-06,0.09419273022072873,0.0037296315048900527,0.0037227791894863683,1.1197736013461417,1.1176742341298649
